Unnamed: 0.3,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal,survey
36,108,108,108,108,HAVEKIDS1_W50,"{1.0: 'Very likely', 2.0: 'Somewhat likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}","Thinking about the future, how likely, if at all, is it that you will have children someday?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
7,29,29,29,29,RQ1_F1B_W42,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 3.0: 'Neither positive nor negative', 99.0: 'Refused'}","In general, would you say your view of environmental research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W42
17,72,72,72,72,FAVORS_CPS_W29,"{1.0: 'Basically every day', 2.0: 'A few times a week', 3.0: 'A few times a month', 4.0: 'Once a month', 5.0: 'Less than once a month', 6.0: 'Not at all', 99.0: 'Refused'}","In the last 12 months, how often did you and your neighbors do favors for each other?","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W29
42,80,80,80,80,RACESURV34e_W43,"{1.0: 'Helped a lot', 2.0: 'Helped a little', 3.0: 'Hurt a little', 4.0: 'Hurt a lot', 5.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, how much has the people you know helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
31,66,66,66,66,RACESURV28b_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in stores or restaurants situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
13,60,60,60,60,EVOPERS3_W34,"{1.0: 'Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 2.0: 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 3.0: 'Humans have existed in their present form since the beginning of time', 99.0: 'Refused'}",Thinking about the development of human life on Earth which statement comes closest to your view?,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W34
13,64,64,64,64,LOCALELECT_W29,"{1.0: 'Always vote in local elections', 2.0: 'Sometimes vote in local elections', 3.0: 'Rarely vote in local elections', 4.0: 'Never vote in local elections', 99.0: 'Refused'}","The next question is about local elections, such as for mayor or a school board. Do you","['Always vote in local elections', 'Sometimes vote in local elections', 'Rarely vote in local elections', 'Never vote in local elections', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W29
38,76,76,76,76,RACESURV34a_W43,"{1.0: 'Helped a lot', 2.0: 'Helped a little', 3.0: 'Hurt a little', 4.0: 'Hurt a lot', 5.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
8,35,35,35,35,RQ4_F1Ba_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental research scientists, how often would you say they do a good job conducting research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
0,0,0,0,0,NEWS_PLATFORMg_W45,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
23,54,54,54,54,AUTOLKLY_W41,"{1.0: 'Definitely happen', 2.0: 'Probably happen', 3.0: 'Probably not happen', 4.0: 'Definitely not happen', 99.0: 'Refused'}","Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
19,53,53,53,53,ROMRELSER_W50,"{1.0: 'Very serious', 2.0: 'Somewhat serious', 3.0: 'Not too serious', 4.0: 'Not at all serious', 99.0: 'Refused'}",How serious would you say your current romantic relationship is?,"['Very serious', 'Somewhat serious', 'Not too serious', 'Not at all serious', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
40,72,72,72,72,GAP21Q33_n_W82,"{1.0: 'Top priority', 2.0: 'Some priority', 3.0: 'No priority', 99.0: 'Refused'}","Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of Iran should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W82
38,59,59,59,59,GUNRESPKIDSE_W26,"{1.0: 'Essential', 2.0: 'Important but not essential', 3.0: 'Not important', 4.0: 'Should not be done', 99.0: 'Refused'}","Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W26
13,39,39,39,39,WHYNOTPOLF1E_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Fewer women have the experience required for higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
8,49,49,49,49,SOCIETY_RHIST_W92,"{1.0: 'Very good for society', 2.0: 'Somewhat good for society', 3.0: 'Neither good nor bad for society', 4.0: 'Somewhat bad for society', 5.0: 'Very bad for society', 99.0: 'Refused'}",Do you think increased public attention to the history of slavery and racism in America is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W92
11,26,26,26,26,GAP21Q15_a_W82,"{1.0: 'The best', 2.0: 'Above average', 3.0: 'Average', 4.0: 'Below average', 5.0: 'The worst', 99.0: 'Refused'}","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W82
0,3,3,3,3,GAP21Q4_a_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of the United States,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
26,61,61,61,61,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W43
7,25,25,25,25,ECON3_d_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the cost of health care is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
15,64,64,64,64,PWMAN2_W49,"{1.0: ""Don't know what that is"", 2.0: 'My passwords are secure enough', 3.0: ""Don't need it"", 4.0: 'Too expensive', 5.0: 'Too complicated', 6.0: ""Don't trust them"", 7.0: ""Don't think they are effective"", 8.0: 'Other reason', 9.0: 'Offline: does not have internet', 99.0: 'Refused'}",What is the main reason you do not use a password manager?,"[""Don't know what that is"", 'My passwords are secure enough', ""Don't need it"", 'Too expensive', 'Too complicated', ""Don't trust them"", ""Don't think they are effective"", 'Other reason', 'Offline: does not have internet', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 4.5]",Pew_American_Trends_Panel_W49
35,78,78,78,78,ECON5_c_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting the middle class?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
9,37,37,37,37,RQ4_F1Bc_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental research scientists, how often would you say they admit mistakes and take responsibility for them","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
20,47,47,47,47,WRKTRN1F1_W41,"{1.0: 'Government', 2.0: 'Employers', 3.0: 'The education system', 4.0: 'Individuals themselves', 99.0: 'Refused'}","Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","[1, 1, 1, 1]",Pew_American_Trends_Panel_W41
19,33,33,33,33,GUNLOADED2_W26,"{1.0: 'Yes, kept loaded', 2.0: 'No, not kept loaded', 99.0: 'Refused'}","In general, is the gun in your home kept loaded, or not?","['Yes, kept loaded', 'No, not kept loaded', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W26
0,9,9,9,9,EAT1_W34,"{1.0: 'All of the time', 2.0: 'More than half of the time', 3.0: 'About half of the time', 4.0: 'Less than half of the time', 5.0: 'Never', 99.0: 'Refused'}",How often do you choose foods to eat because they are healthy and nutritious?,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W34
36,53,53,53,53,GUNRESPNOKIDSF_W26,"{1.0: 'Essential', 2.0: 'Important but not essential', 3.0: 'Not important', 4.0: 'Should not be done', 99.0: 'Refused'}",Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W26
45,97,97,97,97,WORRY2a_W54,"{1.0: 'Every day', 2.0: 'Almost every day', 3.0: 'Sometimes', 4.0: 'Rarely', 5.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you worry about the amount of debt you have?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W54
20,34,34,34,34,GUNCONTRIBA_W26,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the ease with which people can legally obtain guns contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W26
42,76,76,76,76,GAP21Q33_r_W82,"{1.0: 'Top priority', 2.0: 'Some priority', 3.0: 'No priority', 99.0: 'Refused'}","Thinking about long-range foreign policy goals, how much priority, if any, do you think aiding refugees fleeing violence around the world should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W82
6,44,44,44,44,POLINTOL2_a_W92,"{1.0: 'Very comfortable', 2.0: 'Somewhat comfortable', 3.0: 'Not too comfortable', 4.0: 'Not at all comfortable', 99.0: 'Refused'}","In general, how comfortable do you think Republicans in this country are to freely and openly express their political views?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not at all comfortable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W92
9,32,32,32,32,ECON4_b_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
